"Data Source","World Development Indicators",

"Last Updated Date","2016-06-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Moldova","MDA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.05732076","10.27129346","9.45174817","7.68867317","5.88528668","6.65247796","6.99630753","8.31253703","8.23547436","8.48619596","9.15376162","10.62583313","10.88435311","11.41339603","12.48972121","12.08179732","10.61121439","11.87332928","10.05471776","10.32365569","",
"Madagascar","MDG","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.06524309","4.5172219","4.78122195","4.50876065","4.54694228","5.0805986","5.17201954","5.29448848","4.81306658","4.8875444","5.03002085","5.11190088","4.98399653","4.49573889","4.70033897","4.86435014","4.2355947","3.45623205","4.14767794","3.04135502","",
"Maldives","MDV","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.02355147","6.37138221","6.38692469","7.51260743","7.37459812","7.9962272","5.83855621","5.77722073","5.89706416","5.88874714","9.52452498","7.37121198","6.64152393","9.30458288","9.21822502","7.92926355","8.11412868","9.16358288","11.16425478","13.73352009","",
"Middle East & North Africa (all income levels)","MEA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.24493293458944","4.21447989780798","4.41733782165054","4.70325873243991","4.71347234161674","4.61210089657842","4.95981342645107","4.98706225470795","4.80492341125891","4.61738688469554","4.32575724626601","4.2240249046678","4.29095488853613","4.19333570021203","5.29890249161911","5.03685046621682","4.85808778522664","5.02041008184781","5.13120444294978","5.29339643286842","",
"Mexico","MEX","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.05567469","4.59296607","4.71655688","4.80138717","5.00884196","4.97854213","5.35288319","5.5210778","6.02185177","6.11044039","6.0443102","5.83217814","5.91563943","6.06132066","6.59579987","6.39444283","6.04343893","6.21482997","6.29528345","6.29642103","",
"Marshall Islands","MHL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.82930435","19.46909558","19.87920653","18.32720645","18.05450353","21.8805911","18.69292677","17.44297261","16.86879662","17.8403202","17.4250474","19.79982033","20.42172636","19.43177259","18.97912934","17.3351136","17.18970115","16.67534375","17.23845225","17.13572274","",
"Middle income","MIC","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.62184817139184","4.68416545411626","4.84508024540435","4.96294759376742","4.95690393610833","4.9410925904097","5.04764836971173","5.09696075997112","5.19769217205733","5.1741679613156","5.32644601284678","5.27351164210495","5.25853957875845","5.3690753968653","5.72122678712726","5.52253299035513","5.49419631733948","5.602973819164","5.70562434627643","5.75237326480574","",
"Macedonia, FYR","MKD","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.38956962","8.60555412","9.08510984","9.99105614","8.79979905","8.52082479","8.18345523","9.01364237","9.17089411","8.64424462","7.95350493","7.61320744","6.89955664","6.85128427","6.73638221","6.83334032","6.61114716","6.76264338","6.0737788","6.47637457","",
"Mali","MLI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.02750196","7.56383734","6.86151044","6.20157769","6.04778072","6.29294165","6.39271264","6.31707332","6.25006856","6.2798959","6.33580578","6.55543828","6.97251095","6.7369722","6.84936871","6.35206417","6.58863181","6.46533952","6.5777895","6.86216649","",
"Malta","MLT","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.65594954","6.07280048","6.24602434","6.44533683","6.43084811","6.83173928","7.11463824","7.85889852","8.05680621","8.46267194","8.83355332","8.93281432","8.35676141","8.15397796","8.33140474","8.29921427","9.59870689","9.95129454","9.89183881","9.74992027","",
"Myanmar","MMR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13968736","2.11617213","1.8029385","1.58875431","1.55548364","1.83678367","1.80049104","2.05040164","1.96630795","1.96873038","1.83009783","1.77640517","1.68461292","1.87462274","2.04583935","1.92028227","1.86845552","2.21823163","2.15820037","2.27575459","",
"Middle East & North Africa (developing only)","MNA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.26173812170408","4.2533298523121","4.59958384299556","4.84826055758948","4.83757213599493","4.91094077087611","5.24526947208761","5.49263724328716","5.28143413999445","5.30034902083517","5.02592134676779","4.91840375139551","5.00723873256804","5.16215605198417","6.12495910525145","6.08824026980813","5.93060591873009","6.17283029057003","6.20628173479997","6.34627780707354","",
"Montenegro","MNE","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.42001049","7.43437225","7.40497515","7.42068408","7.47745752","7.31678384","8.22848975","8.33151401","8.91132279","8.44831694","8.46232483","8.01219061","6.74225066","6.13379906","6.07482371","6.90181545","6.92483198","7.2473971","6.42538419","6.41654268","",
"Mongolia","MNG","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15125386","3.54865902","3.64701684","4.03912026","4.03921209","4.92301762","5.45485747","5.81219045","6.17936733","5.99465876","5.08566386","4.67597361","5.06366434","5.57702988","5.2898624","4.69693758","4.45434197","4.21982325","4.21146824","4.73034173","",
"Northern Mariana Islands","MNP","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.29972329","4.28251783","4.63095397","4.52070796","5.28541777","6.16162092","5.64277897","6.44871089","6.3923101","5.91276381","6.86781935","6.51278626","5.25271234","4.91337392","5.43496409","5.3803234","6.23470157","5.57950644","5.89790701","6.97558186","",
"Mauritania","MRT","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.64785334","3.74019295","3.91286043","4.62100432","5.33223008","5.25582483","4.33749659","5.31066019","4.52840343","4.70454966","4.2060502","3.20757593","3.53528514","3.22665716","3.78735326","3.27934195","2.86968767","3.36153201","3.63447484","3.77269904","",
"Mauritius","MUS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.62368934","3.5281114","3.52944008","3.57578384","3.48627317","3.78342769","3.86541671","4.23599832","4.14728086","4.29214123","4.46865768","4.37870539","4.24109725","4.60310258","4.96772048","5.28526703","5.02482988","4.7562462","4.82151957","4.80954464","",
"Malawi","MWI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.04605222","4.61373236","5.15085202","5.50652603","6.51804155","6.06981896","5.07322144","4.82253715","6.34731849","7.81617071","8.20169881","8.99284504","6.66771938","8.38424252","8.32232904","9.33537127","10.65771765","12.05577458","9.18272841","9.56493112","",
"Malaysia","MYS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9640287","2.93258764","2.72454231","2.9271689","3.03277509","3.03701543","3.39740598","3.40338142","3.95394002","3.74492489","3.29181275","3.65423211","3.60562884","3.4712822","3.97454959","3.99044068","3.88778674","4.01140506","4.01811554","4.16907804","",
"North America","NAC","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7789235054389","12.7274711401305","12.6562090335869","12.7171177400312","12.7120893635738","12.7746206690209","13.4297985466283","14.2171221614152","14.6635704775967","14.7081951111409","14.6982741579928","14.7930487699125","15.0417243383677","15.4542603788398","16.4933291188467","16.4505692194053","16.4126048560604","16.3820627381992","16.281747728318","16.5186917972173","",
"Namibia","NAM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.20761231","6.57743022","6.84305465","6.83677463","6.97096872","6.11401617","6.17906153","6.16746382","6.52403029","6.47197619","7.31871061","7.19928741","6.99321064","7.14986622","8.05232515","7.89329936","8.78046547","8.23537727","8.52898331","8.92868766","",
"New Caledonia","NCL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65027544","6.29984378","6.72678981","6.79184785","6.8183244","6.00536329","7.00950375","6.55041776","6.23256935","6.60998896","7.14963764","7.39442881","6.93941879","6.75786887","6.97831587","6.36161217","6.66032034","6.10930646","5.0897826","5.82129922","",
"Nigeria","NGA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76977928","2.91602821","2.91599247","3.46834069","3.37741321","2.83703653","3.24623068","2.43166603","4.04693455","4.32750562","4.10629745","3.65686026","4.4733267","3.99807623","4.23500082","3.47052573","3.68701062","3.2990842","3.70392576","3.66879844","",
"Nicaragua","NIC","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.48283057","6.40874856","5.26920643","5.62660864","5.3151022","5.38943363","5.25911894","5.71455164","6.11615628","6.1259658","6.11145325","6.33185521","6.91390603","6.98285453","6.81780512","6.57853535","6.39394228","8.04170642","8.42894257","9.04013941","",
"Netherlands","NLD","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.44174214","7.47714281","7.47835631","7.56008731","7.52968629","7.42331959","7.79322671","8.34457362","8.45717558","8.52118682","9.59771913","9.35703746","9.35717394","9.57126055","10.29027545","10.47572212","10.52716599","11.01234745","11.0448661","10.89729305","",
"High income: nonOECD","NOC","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.44029540871693","5.31948585468057","5.79921364140744","5.87219649995765","5.83569219950222","5.48439123690557","5.63264221222856","5.02673505541379","5.00387063619449","4.66896492040022","4.62307441200452","4.65545799524","4.73493623470515","4.94806354086067","6.07137775295923","5.47667684952671","5.28257651485084","5.28234324658243","5.49767579454516","5.52122446205426","",
"Norway","NOR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.71662839","7.66637874","8.23639913","9.07038563","9.14228558","8.27250866","8.64555138","9.61619197","9.85260059","9.44112199","8.89402506","8.43055064","8.58441414","8.4020757","9.48566447","9.2556665","9.13551098","9.15682812","9.39187284","9.71971755","",
"Nepal","NPL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.31416561","5.41855","5.49900875","6.61012007","5.87262507","5.42826192","5.36080541","5.60111826","5.48432085","5.82296493","5.72405361","5.69674996","5.84111345","6.43595472","6.40782169","6.43130604","6.72915248","5.8926379","5.6862681","5.797226","",
"New Zealand","NZL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.94847197","6.89050912","7.09832031","7.51341548","7.39729916","7.47004809","7.57891522","7.8905146","7.71206749","7.8882147","8.24881468","8.64627633","8.35417746","10.6984593","11.20574784","11.1979699","11.24147297","11.53033809","11.17351069","11.0296101","",
"High income: OECD","OEC","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3323958200005","9.45824120002194","9.58808085450956","9.80796969878627","9.884074112943","10.0043889130081","10.5052731857481","10.9382802102449","11.1123231842945","11.0678839697404","11.1885724819298","11.2394068003058","11.2356130099271","11.5112092138282","12.4617517170737","12.3821940487614","12.3529328470198","12.4953159848107","12.5328838790166","12.6493721750113","",
"OECD members","OED","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.22815526545475","9.33532989655315","9.44571138376156","9.64234744279349","9.72960604871465","9.82795131604011","10.3273489449282","10.7488418936189","10.9412128799523","10.8949391505383","10.9930815576491","11.0316778450672","11.0266447516097","11.2902645784588","12.2448484516495","12.1284889714501","12.0826190511234","12.2177627428022","12.2468827476289","12.362661374923","",
"Oman","OMN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.64642839","3.55728518","3.35538558","3.70112429","3.54359148","3.07275935","3.08303075","3.18048539","3.17288586","2.97575695","2.58713523","2.31084657","2.42579068","2.01221452","2.83003846","2.74408324","2.49265722","2.523264","2.76083902","3.55393969","",
"Other small states","OSS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.49729009495741","4.52218485309699","4.54733826741538","4.82313869832816","4.57023266121617","4.59321719878534","4.81456088478689","5.01451641090994","4.83043498680568","4.92128991302736","4.80714562592569","4.73749250252976","4.59981680513987","4.61648107523386","5.83526213811632","5.58085316728224","5.38436705557877","5.61979627789892","5.75382394797717","5.75186120529194","",
"Pakistan","PAK","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.50362972","2.57494036","2.56506861","2.74957751","2.83211153","2.78750187","2.60799747","2.76317772","2.60877636","2.55792322","2.91358382","3.40168643","3.35353968","3.2590847","2.93914413","3.01609686","3.00636984","2.75972728","2.70392397","2.61391631","",
"Panama","PAN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.72062079","7.18293088","7.1201904","7.08621084","6.85474368","7.76386558","7.72136354","8.0293993","7.60445984","8.08643586","7.47896823","6.99655716","6.30662961","6.75011236","7.56026325","8.04716512","7.50141666","7.24519314","8.08587822","8.0257236","",
"Peru","PER","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.46317651","4.50465932","4.38337669","4.55823587","4.95362369","4.827757","4.98481333","4.93871106","4.5988428","4.56192538","4.71800204","4.46819608","4.59945033","4.72994861","5.36154745","5.03167838","4.92714048","5.17591754","5.23182008","5.47303468","",
"Philippines","PHL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.44929165","3.54187897","3.61927658","3.19884187","3.23121551","3.2091775","2.9983988","2.79116169","3.24713196","3.22814859","3.9138542","3.95164594","3.94034192","4.04747517","4.41043729","4.37397274","4.28992635","4.45815444","4.55778632","4.7099852","",
"Palau","PLW","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.65500289","11.69429739","11.31534729","9.94845085","11.28250019","9.49786026","8.62278913","8.41396898","8.47729758","8.80431634","8.21470499","8.71445874","9.0090566","9.0740546","9.52643642","10.6424429","9.29484695","9.35998673","9.26707342","9.02153343","",
"Papua New Guinea","PNG","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93218749","3.0960318","3.64156441","3.80894413","4.09356593","3.98366886","6.67581279","7.68937382","6.79231045","8.39248669","6.41591818","5.91902791","4.03723822","4.05603415","4.35763089","4.17576533","4.94295908","4.55003511","4.7785428","4.26357082","",
"Poland","POL","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35738635","5.75666362","5.53627382","5.8556039","5.66978124","5.50150462","5.85595692","6.32075444","6.2217914","6.18540158","6.20353532","6.1706712","6.27954647","6.87653481","7.12088233","6.88449165","6.7023798","6.61772998","6.4042609","6.35024637","",
"Puerto Rico","PRI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.41933998","7.70057466","7.68818712","7.62507945","7.87096537","9.14137871","9.1032037","9.15465809","9.54101957","9.83769679","9.97647249","9.67265428","9.61953682","9.89868879","10.41844886","10.43672755","10.06864127","9.74360978","9.55334024","9.50107564","",
"Paraguay","PRY","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9229547","5.9372284","6.19123742","6.28535175","6.79445516","8.10005666","7.61414476","6.77142556","5.98546934","5.77699347","6.07399547","6.42732062","6.4115059","7.06394059","9.13992194","9.10170096","9.4235562","10.33407449","10.49411979","9.81442131","",
"Pacific island small states","PSS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.86720362541144","4.40101057945956","4.59170594885331","4.57497169594297","4.6039625361352","5.30711436066155","5.26646236359907","5.13636337396042","5.02388409751398","5.07674690331341","5.3099402712677","5.40892241877865","5.39687043231695","5.18407356181238","5.92292803967364","5.97499294050541","5.38161744431384","5.35766147311976","5.63990269158112","5.79943626742318","",
"French Polynesia","PYF","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70451691","3.69209934","3.14452938","3.40069377","2.90482849","2.17801565","2.55647744","2.71181463","4.14216222","3.60739107","3.01330669","2.58341286","2.31281695","1.87470035","2.63380793","2.09267664","1.92658264","2.15608952","2.14592773","2.18706236","",
"Romania","ROU","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21659357","3.21466899","4.1685091","3.75124783","4.19795255","4.32741308","4.35687135","4.57232682","5.29882356","5.43201221","5.46905767","5.05987966","5.21089978","5.33489757","5.55959499","5.83283431","5.52618204","5.47833245","5.59558777","5.56500913","",
"Russian Federation","RUS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3627502","5.55091916","7.10045413","6.61999512","5.79575085","5.42186816","5.67444877","5.98934673","5.60863706","5.18758222","5.21198715","5.30478653","5.37995338","6.22459761","7.44325087","6.83091103","6.61180659","6.87955814","7.09185941","7.07040825","",
"Rwanda","RWA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.267379","4.43501161","4.41720949","5.07816399","4.57291275","4.22067539","4.38001652","4.17579115","6.34215334","6.24465499","6.83378867","10.01649788","8.49068054","7.66066411","7.20190506","7.90988034","7.71014085","7.67761838","7.6883653","7.53155111","",
"South Asia","SAS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76382357344769","3.66179742246959","3.87541583992496","3.95222849504782","3.76495350004093","3.92771263809976","4.10828343762462","4.10394537688769","4.01393864742125","3.97213869808535","4.07055424833829","4.098062898806","4.09175239839313","4.16357486715069","4.18094011661146","4.14130832406957","4.16304272196437","4.17303995771807","4.26712175059397","4.37497602842196","",
"Saudi Arabia","SAU","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93255211","2.93290445","3.02890481","3.31272189","4.09906153","4.23538585","4.48913476","4.28214226","4.01870035","3.5839803","3.4187517","3.54970413","3.48745137","2.87015066","4.08644859","3.49296819","3.56571403","3.86342862","4.24536506","4.68408481","",
"Sudan","SDN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.98472106","4.43545193","4.23135527","4.11402925","3.82070938","3.22544835","2.96223361","2.94690725","3.17703293","3.39271563","3.1765208","3.92670182","4.72342094","8.16712987","8.0387379","7.96507777","8.02944311","8.20038881","8.42182058","8.42877471","",
"Senegal","SEN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.93436113","4.08425752","3.93954329","3.96613493","4.48967969","4.63151098","4.97866497","5.06418774","5.39898595","5.68098678","5.35462391","5.4435566","4.72179722","4.93514752","4.8075596","4.62149151","4.41690185","4.31118548","4.51055336","4.66497201","",
"Singapore","SGP","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93538792","2.85809099","2.79514503","3.10455417","2.81540411","2.70571076","2.3688879","2.84341036","3.62564229","3.17368627","3.7437377","3.65590488","3.45830706","3.91164646","4.27307275","3.95624757","3.93233174","4.22285179","4.52704132","4.92279194","",
"Solomon Islands","SLB","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.24687359","3.01942846","3.28349045","3.5283561","3.80478354","4.56048235","6.4432523","6.09018055","6.00398587","5.64064416","7.83435685","6.6640115","6.42147919","5.97100604","7.92179206","7.46783612","5.08309566","5.48036406","5.42167209","5.05106254","",
"Sierra Leone","SLE","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3546981","11.08218521","11.59462938","10.92184125","12.15877898","13.63256032","11.8345473","11.96043347","11.69246204","11.66277367","12.24678485","10.67789154","10.1169446","10.29246346","13.13439594","10.31962615","11.98498249","11.23526449","11.58532421","11.08990224","",
"El Salvador","SLV","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.37866428","7.57816748","8.20785503","8.42542914","8.16387259","8.17035693","8.01874114","7.89933898","7.60620874","7.29741079","7.19019921","6.67646241","6.31506264","6.21326237","6.83139755","6.912477","6.8080665","6.70445412","6.94580058","6.77240285","",
"San Marino","SMR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.30852454","5.1019538","4.79610226","4.71353812","4.72906653","4.81420422","4.70998606","4.67493655","4.25442586","4.17137933","4.08634536","3.85005378","3.87083755","3.94560934","4.57007456","5.01688731","5.71712772","6.28075946","6.04907828","6.12906486","",
"Somalia","SOM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.50632514","6.50568356","6.51275954","6.56727432","6.60692489","6.52558279","6.88541032","8.09016738","8.12851142","8.23883414","8.70154867","8.99165287","10.01500892","10.04801464","9.90349052","10.08880983","9.72329413","9.89106186","10.11558912","10.36881192","",
"Sub-Saharan Africa (developing only)","SSA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1399966070163","6.07251704768485","6.13232005160752","6.14544955445855","6.06898125132312","5.52820554508722","5.8102860197252","5.38526211108868","5.9936995091612","6.05468136162973","5.88261603341698","5.68427245914923","5.63983540450681","5.62971478412169","6.1411774814738","5.80637285395062","5.81699198084038","5.59434801387626","5.64502651451034","5.60182802087832","",
"South Sudan","SSD","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7738404","2.61923747","2.7280628","",
"Sub-Saharan Africa (all income levels)","SSF","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.13783511721808","6.06987969946253","6.12764590721074","6.14112253416426","6.06066195811461","5.5185699812691","5.79028982706149","5.36637208479678","5.9714689052921","6.02394308436888","5.82867878869311","5.64092680564458","5.59736829182221","5.57611242112218","6.12976561342305","5.78605732983363","5.7864627506587","5.57531039656822","5.62383811762047","5.58260055281262","",
"Small states","SST","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8490103583689","4.86186174687122","5.01975098781301","5.0515626859428","4.85781285161897","4.93459555216233","4.99447918849035","5.10041915820266","5.00861785122474","5.10469067270911","4.97043213310077","4.88502085015009","4.96291827555566","4.95545134208725","6.00019492245957","5.6814717657751","5.50953262320676","5.81708506563362","5.87996769889304","5.85595085829833","",
"Sao Tome and Principe","STP","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.64273595","7.08240602","8.32612958","7.35704318","8.49001082","8.8589867","10.27774064","10.55405359","11.1180666","9.93609895","10.03778171","7.84085755","7.43878143","5.66213472","6.6527575","5.24180131","5.44255012","8.60347569","9.76121412","8.35346606","",
"Suriname","SUR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.96915487","7.41196355","10.05899763","11.12889527","8.91031536","9.65099515","8.37819571","7.1421666","6.62355609","6.87614002","6.7755102","6.21722335","5.92394468","5.92226887","6.13576782","5.80511399","5.93024378","6.08716678","5.96477182","5.68746988","",
